card_id,name,set_folder,api_set_id,api_set_name,number,rarity,image_path,matched
base1-90,Super Potion,base-set,base1,Base,90,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set\super-potion-base-set-bs-90.jpg,True
base1-95,Switch,base-set,base1,Base,95,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set\switch-base-set-bs-95.jpg,True
base1-66,Tangela,base-set,base1,Base,66,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set\tangela-base-set-bs-66.jpg,True
base1-15,Venusaur,base-set,base1,Base,15,Rare Holo,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set\venusaur-base-set-bs-15.jpg,True
base1-67,Voltorb,base-set,base1,Base,67,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set\voltorb-base-set-bs-67.jpg,True
base1-68,Vulpix,base-set,base1,Base,68,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set\vulpix-base-set-bs-68.jpg,True
base1-42,Wartortle,base-set,base1,Base,42,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set\wartortle-base-set-bs-42.jpg,True
base1-102,Water Energy,base-set,base1,Base,102,,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set\water-energy-base-set-bs-102.jpg,True
base1-69,Weedle,base-set,base1,Base,69,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set\weedle-base-set-bs-69.jpg,True
base1-16,Zapdos,base-set,base1,Base,16,Rare Holo,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set\zapdos-base-set-bs-16.jpg,True
base4-65,Abra,base-set-2,base4,Base Set 2,65,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\abra-base-set-2-b2-65.jpg,True
base4-2,Blastoise,base-set-2,base4,Base Set 2,2,Rare Holo,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\alakazam-base-set-2-b2-1.jpg,True
base4-33,Arcanine,base-set-2,base4,Base Set 2,33,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\arcanine-base-set-2-b2-33.jpg,True
base4-21,Beedrill,base-set-2,base4,Base Set 2,21,Rare,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\beedrill-base-set-2-b2-21.jpg,True
base4-66,Bellsprout,base-set-2,base4,Base Set 2,66,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\bellsprout-base-set-2-b2-66.jpg,True
base4-118,Bill,base-set-2,base4,Base Set 2,118,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\bill-base-set-2-b2-118.jpg,True
base4-2,Blastoise,base-set-2,base4,Base Set 2,2,Rare Holo,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\blastoise-base-set-2-b2-2.jpg,True
base4-67,Bulbasaur,base-set-2,base4,Base Set 2,67,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\bulbasaur-base-set-2-b2-67.jpg,True
base4-34,Butterfree,base-set-2,base4,Base Set 2,34,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\butterfree-base-set-2-b2-34.jpg,True
base4-68,Caterpie,base-set-2,base4,Base Set 2,68,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\caterpie-base-set-2-b2-68.jpg,True
base4-2,Blastoise,base-set-2,base4,Base Set 2,2,Rare Holo,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\chansey-base-set-2-b2-3.jpg,True
base4-2,Blastoise,base-set-2,base4,Base Set 2,2,Rare Holo,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\charizard-base-set-2-b2-4.jpg,True
base4-69,Charmander,base-set-2,base4,Base Set 2,69,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\charmander-base-set-2-b2-69.jpg,True
base4-35,Charmeleon,base-set-2,base4,Base Set 2,35,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\charmeleon-base-set-2-b2-35.jpg,True
base4-2,Blastoise,base-set-2,base4,Base Set 2,2,Rare Holo,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\clefable-base-set-2-b2-5.jpg,True
base4-2,Blastoise,base-set-2,base4,Base Set 2,2,Rare Holo,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\clefairy-base-set-2-b2-6.jpg,True
base4-101,Computer Search,base-set-2,base4,Base Set 2,101,Rare,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\computer-search-base-set-2-b2-101.jpg,True
base4-70,Cubone,base-set-2,base4,Base Set 2,70,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\cubone-base-set-2-b2-70.jpg,True
base4-109,Defender,base-set-2,base4,Base Set 2,109,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\defender-base-set-2-b2-109.jpg,True
base4-36,Dewgong,base-set-2,base4,Base Set 2,36,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\dewgong-base-set-2-b2-36.jpg,True
base4-71,Diglett,base-set-2,base4,Base Set 2,71,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\diglett-base-set-2-b2-71.jpg,True
base4-37,Dodrio,base-set-2,base4,Base Set 2,37,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\dodrio-base-set-2-b2-37.jpg,True
base4-72,Doduo,base-set-2,base4,Base Set 2,72,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\doduo-base-set-2-b2-72.jpg,True
base4-124,Double Colorless Energy,base-set-2,base4,Base Set 2,124,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\double-colorless-energy-base-set-2-b2-124.jpg,True
base4-22,Dragonair,base-set-2,base4,Base Set 2,22,Rare,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\dragonair-base-set-2-b2-22.jpg,True
base4-38,Dratini,base-set-2,base4,Base Set 2,38,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\dratini-base-set-2-b2-38.jpg,True
base4-73,Drowzee,base-set-2,base4,Base Set 2,73,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\drowzee-base-set-2-b2-73.jpg,True
base4-23,Dugtrio,base-set-2,base4,Base Set 2,23,Rare,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\dugtrio-base-set-2-b2-23.jpg,True
base4-24,Electabuzz,base-set-2,base4,Base Set 2,24,Rare,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\electabuzz-base-set-2-b2-24.jpg,True
base4-25,Electrode,base-set-2,base4,Base Set 2,25,Rare,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\electrode-base-set-2-b2-25.jpg,True
base4-119,Energy Removal,base-set-2,base4,Base Set 2,119,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\energy-removal-base-set-2-b2-119.jpg,True
base4-110,Energy Retrieval,base-set-2,base4,Base Set 2,110,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\energy-retrieval-base-set-2-b2-110.jpg,True
base4-74,Exeggcute,base-set-2,base4,Base Set 2,74,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\exeggcute-base-set-2-b2-74.jpg,True
base4-39,Exeggutor,base-set-2,base4,Base Set 2,39,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\exeggutor-base-set-2-b2-39.jpg,True
base4-40,Farfetch'd,base-set-2,base4,Base Set 2,40,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\farfetchd-base-set-2-b2-40.jpg,True
base4-41,Fearow,base-set-2,base4,Base Set 2,41,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\fearow-base-set-2-b2-41.jpg,True
base4-125,Fighting Energy,base-set-2,base4,Base Set 2,125,,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\fighting-energy-base-set-2-b2-125.jpg,True
base4-126,Fire Energy,base-set-2,base4,Base Set 2,126,,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\fire-energy-base-set-2-b2-126.jpg,True
base4-111,Full Heal,base-set-2,base4,Base Set 2,111,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\full-heal-base-set-2-b2-111.jpg,True
base4-75,Gastly,base-set-2,base4,Base Set 2,75,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\gastly-base-set-2-b2-75.jpg,True
base4-76,Goldeen,base-set-2,base4,Base Set 2,76,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\goldeen-base-set-2-b2-76.jpg,True
base4-127,Grass Energy,base-set-2,base4,Base Set 2,127,,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\grass-energy-base-set-2-b2-127.jpg,True
base4-42,Growlithe,base-set-2,base4,Base Set 2,42,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\growlithe-base-set-2-b2-42.jpg,True
base4-120,Gust of Wind,base-set-2,base4,Base Set 2,120,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\gust-of-wind-base-set-2-b2-120.jpg,True
base4-2,Blastoise,base-set-2,base4,Base Set 2,2,Rare Holo,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\gyarados-base-set-2-b2-7.jpg,True
base4-43,Haunter,base-set-2,base4,Base Set 2,43,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\haunter-base-set-2-b2-43.jpg,True
base4-2,Blastoise,base-set-2,base4,Base Set 2,2,Rare Holo,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\hitmonchan-base-set-2-b2-8.jpg,True
base4-102,Imposter Professor Oak,base-set-2,base4,Base Set 2,102,Rare,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\imposter-professor-oak-base-set-2-b2-102.jpg,True
base4-103,Item Finder,base-set-2,base4,Base Set 2,103,Rare,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\item-finder-base-set-2-b2-103.jpg,True
base4-44,Ivysaur,base-set-2,base4,Base Set 2,44,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\ivysaur-base-set-2-b2-44.jpg,True
base4-77,Jigglypuff,base-set-2,base4,Base Set 2,77,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\jigglypuff-base-set-2-b2-77.jpg,True
base4-45,Jynx,base-set-2,base4,Base Set 2,45,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\jynx-base-set-2-b2-45.jpg,True
base4-46,Kadabra,base-set-2,base4,Base Set 2,46,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\kadabra-base-set-2-b2-46.jpg,True
base4-47,Kakuna,base-set-2,base4,Base Set 2,47,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\kakuna-base-set-2-b2-47.jpg,True
base4-26,Kangaskhan,base-set-2,base4,Base Set 2,26,Rare,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\kangaskhan-base-set-2-b2-26.jpg,True
base4-104,Lass,base-set-2,base4,Base Set 2,104,Rare,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\lass-base-set-2-b2-104.jpg,True
base4-48,Lickitung,base-set-2,base4,Base Set 2,48,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\lickitung-base-set-2-b2-48.jpg,True
base4-128,Lightning Energy,base-set-2,base4,Base Set 2,128,,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\lightning-energy-base-set-2-b2-128.jpg,True
base4-49,Machoke,base-set-2,base4,Base Set 2,49,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\machoke-base-set-2-b2-49.jpg,True
base4-78,Machop,base-set-2,base4,Base Set 2,78,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\machop-base-set-2-b2-78.jpg,True
base4-50,Magikarp,base-set-2,base4,Base Set 2,50,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\magikarp-base-set-2-b2-50.jpg,True
base4-51,Magmar,base-set-2,base4,Base Set 2,51,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\magmar-base-set-2-b2-51.jpg,True
base4-79,Magnemite,base-set-2,base4,Base Set 2,79,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\magnemite-base-set-2-b2-79.jpg,True
base4-2,Blastoise,base-set-2,base4,Base Set 2,2,Rare Holo,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\magneton-base-set-2-b2-9.jpg,True
base4-112,Maintenance,base-set-2,base4,Base Set 2,112,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\maintenance-base-set-2-b2-112.jpg,True
base4-52,Marowak,base-set-2,base4,Base Set 2,52,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\marowak-base-set-2-b2-52.jpg,True
base4-80,Meowth,base-set-2,base4,Base Set 2,80,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\meowth-base-set-2-b2-80.jpg,True
base4-81,Metapod,base-set-2,base4,Base Set 2,81,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\metapod-base-set-2-b2-81.jpg,True
base4-10,Mewtwo,base-set-2,base4,Base Set 2,10,Rare Holo,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\mewtwo-base-set-2-b2-10.jpg,True
base4-27,Mr. Mime,base-set-2,base4,Base Set 2,27,Rare,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\mr.-mime-base-set-2-b2-27.jpg,True
base4-11,Nidoking,base-set-2,base4,Base Set 2,11,Rare Holo,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\nidoking-base-set-2-b2-11.jpg,True
base4-12,Nidoqueen,base-set-2,base4,Base Set 2,12,Rare Holo,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\nidoqueen-base-set-2-b2-12.jpg,True
base4-82,Nidoran ♀,base-set-2,base4,Base Set 2,82,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\nidoran-female-base-set-2-b2-82.jpg,True
base4-83,Nidoran ♂,base-set-2,base4,Base Set 2,83,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\nidoran-male-base-set-2-b2-83.jpg,True
base4-53,Nidorina,base-set-2,base4,Base Set 2,53,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\nidorina-base-set-2-b2-53.jpg,True
base4-54,Nidorino,base-set-2,base4,Base Set 2,54,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\nidorino-base-set-2-b2-54.jpg,True
base4-13,Ninetales,base-set-2,base4,Base Set 2,13,Rare Holo,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\ninetales-base-set-2-b2-13.jpg,True
base4-84,Onix,base-set-2,base4,Base Set 2,84,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\onix-base-set-2-b2-84.jpg,True
base4-85,Paras,base-set-2,base4,Base Set 2,85,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\paras-base-set-2-b2-85.jpg,True
base4-55,Parasect,base-set-2,base4,Base Set 2,55,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\parasect-base-set-2-b2-55.jpg,True
base4-56,Persian,base-set-2,base4,Base Set 2,56,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\persian-base-set-2-b2-56.jpg,True
base4-14,Pidgeot,base-set-2,base4,Base Set 2,14,Rare Holo,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\pidgeot-base-set-2-b2-14.jpg,True
base4-28,Pidgeotto,base-set-2,base4,Base Set 2,28,Rare,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\pidgeotto-base-set-2-b2-28.jpg,True
base4-86,Pidgey,base-set-2,base4,Base Set 2,86,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\pidgey-base-set-2-b2-86.jpg,True
base4-87,Pikachu,base-set-2,base4,Base Set 2,87,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\pikachu-base-set-2-b2-87.jpg,True
base4-29,Pinsir,base-set-2,base4,Base Set 2,29,Rare,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\pinsir-base-set-2-b2-29.jpg,True
base4-113,PlusPower,base-set-2,base4,Base Set 2,113,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\pluspower-base-set-2-b2-113.jpg,True
base4-121,Poké Ball,base-set-2,base4,Base Set 2,121,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\poke-ball-base-set-2-b2-121.jpg,True
base4-115,Pokédex,base-set-2,base4,Base Set 2,115,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\pokedex-base-set-2-b2-115.jpg,True
base4-105,Pokémon Breeder,base-set-2,base4,Base Set 2,105,Rare,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\pokemon-breeder-base-set-2-b2-105.jpg,True
base4-114,Pokémon Center,base-set-2,base4,Base Set 2,114,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\pokemon-center-base-set-2-b2-114.jpg,True
base4-106,Pokémon Trader,base-set-2,base4,Base Set 2,106,Rare,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\pokemon-trader-base-set-2-b2-106.jpg,True
base4-88,Poliwag,base-set-2,base4,Base Set 2,88,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\poliwag-base-set-2-b2-88.jpg,True
base4-57,Poliwhirl,base-set-2,base4,Base Set 2,57,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\poliwhirl-base-set-2-b2-57.jpg,True
base4-15,Poliwrath,base-set-2,base4,Base Set 2,15,Rare Holo,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\poliwrath-base-set-2-b2-15.jpg,True
base4-122,Potion,base-set-2,base4,Base Set 2,122,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\potion-base-set-2-b2-122.jpg,True
base4-116,Professor Oak,base-set-2,base4,Base Set 2,116,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\professor-oak-base-set-2-b2-116.jpg,True
base4-129,Psychic Energy,base-set-2,base4,Base Set 2,129,,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\psychic-energy-base-set-2-b2-129.jpg,True
base4-16,Raichu,base-set-2,base4,Base Set 2,16,Rare Holo,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\raichu-base-set-2-b2-16.jpg,True
base4-58,Raticate,base-set-2,base4,Base Set 2,58,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\raticate-base-set-2-b2-58.jpg,True
base4-89,Rattata,base-set-2,base4,Base Set 2,89,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\rattata-base-set-2-b2-89.jpg,True
base4-59,Rhydon,base-set-2,base4,Base Set 2,59,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\rhydon-base-set-2-b2-59.jpg,True
base4-90,Rhyhorn,base-set-2,base4,Base Set 2,90,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\rhyhorn-base-set-2-b2-90.jpg,True
base4-91,Sandshrew,base-set-2,base4,Base Set 2,91,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\sandshrew-base-set-2-b2-91.jpg,True
base4-107,Scoop Up,base-set-2,base4,Base Set 2,107,Rare,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\scoop-up-base-set-2-b2-107.jpg,True
base4-17,Scyther,base-set-2,base4,Base Set 2,17,Rare Holo,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\scyther-base-set-2-b2-17.jpg,True
base4-60,Seaking,base-set-2,base4,Base Set 2,60,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\seaking-base-set-2-b2-60.jpg,True
base4-61,Seel,base-set-2,base4,Base Set 2,61,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\seel-base-set-2-b2-61.jpg,True
base4-30,Snorlax,base-set-2,base4,Base Set 2,30,Rare,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\snorlax-base-set-2-b2-30.jpg,True
base4-92,Spearow,base-set-2,base4,Base Set 2,92,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\spearow-base-set-2-b2-92.jpg,True
base4-93,Squirtle,base-set-2,base4,Base Set 2,93,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\squirtle-base-set-2-b2-93.jpg,True
base4-94,Starmie,base-set-2,base4,Base Set 2,94,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\starmie-base-set-2-b2-94.jpg,True
base4-95,Staryu,base-set-2,base4,Base Set 2,95,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\staryu-base-set-2-b2-95.jpg,True
base4-108,Super Energy Removal,base-set-2,base4,Base Set 2,108,Rare,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\super-energy-removal-base-set-2-b2-108.jpg,True
base4-117,Super Potion,base-set-2,base4,Base Set 2,117,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\super-potion-base-set-2-b2-117.jpg,True
base4-123,Switch,base-set-2,base4,Base Set 2,123,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\switch-base-set-2-b2-123.jpg,True
base4-96,Tangela,base-set-2,base4,Base Set 2,96,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\tangela-base-set-2-b2-96.jpg,True
base4-62,Tauros,base-set-2,base4,Base Set 2,62,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\tauros-base-set-2-b2-62.jpg,True
base4-31,Venomoth,base-set-2,base4,Base Set 2,31,Rare,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\venomoth-base-set-2-b2-31.jpg,True
base4-97,Venonat,base-set-2,base4,Base Set 2,97,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\venonat-base-set-2-b2-97.jpg,True
base4-18,Venusaur,base-set-2,base4,Base Set 2,18,Rare Holo,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\venusaur-base-set-2-b2-18.jpg,True
base4-32,Victreebel,base-set-2,base4,Base Set 2,32,Rare,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\victreebel-base-set-2-b2-32.jpg,True
base4-98,Voltorb,base-set-2,base4,Base Set 2,98,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\voltorb-base-set-2-b2-98.jpg,True
base4-99,Vulpix,base-set-2,base4,Base Set 2,99,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\vulpix-base-set-2-b2-99.jpg,True
base4-63,Wartortle,base-set-2,base4,Base Set 2,63,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\wartortle-base-set-2-b2-63.jpg,True
base4-130,Water Energy,base-set-2,base4,Base Set 2,130,,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\water-energy-base-set-2-b2-130.jpg,True
base4-100,Weedle,base-set-2,base4,Base Set 2,100,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\weedle-base-set-2-b2-100.jpg,True
base4-64,Weepinbell,base-set-2,base4,Base Set 2,64,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\weepinbell-base-set-2-b2-64.jpg,True
base4-19,Wigglytuff,base-set-2,base4,Base Set 2,19,Rare Holo,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\wigglytuff-base-set-2-b2-19.jpg,True
base4-20,Zapdos,base-set-2,base4,Base Set 2,20,Rare Holo,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\base-set-2\zapdos-base-set-2-b2-20.jpg,True
swsh5-1,Bellsprout,battle-styles,swsh5,Battle Styles,001,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\battle-styles\en_US-SWSH5-001-bellsprout.jpg,True
swsh5-2,Weepinbell,battle-styles,swsh5,Battle Styles,002,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\battle-styles\en_US-SWSH5-002-weepinbell.jpg,True
swsh5-3,Victreebel,battle-styles,swsh5,Battle Styles,003,Rare,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\battle-styles\en_US-SWSH5-003-victreebel.jpg,True
swsh5-4,Cacnea,battle-styles,swsh5,Battle Styles,004,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\battle-styles\en_US-SWSH5-004-cacnea.jpg,True
swsh5-5,Cacturne,battle-styles,swsh5,Battle Styles,005,Uncommon,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\battle-styles\en_US-SWSH5-005-cacturne.jpg,True
swsh5-6,Kricketune V,battle-styles,swsh5,Battle Styles,006,Rare Holo V,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\battle-styles\en_US-SWSH5-006-kricketune_v.jpg,True
swsh5-7,Cherubi,battle-styles,swsh5,Battle Styles,007,Common,C:\Users\CKear\PycharmProjects\SeniorProject\Card_Dataset\battle-styles\en_US-SWSH5-007-cherubi.jpg,True
